,Roofline,,,,,,,,ECM,,,,,,,,,,,,,Data Transfer (Benchmark),,,,,,,,,Data Transfer (Prediction CS),,,,,,,,,Data Transfer (Prediction CS),,,,,,,,,
,Cache Simulator,,,Layer Conditions,,,ECM,Benchmark,Cache Simulator,,,,,,Layer Condition,,,,,,Benchmark,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,,
N(^3),GFLOP/s,MLUP/s,Arithmetic Intensity,GFLOP/s,MLUP/s,Arithmetic Intensity,MLUP/s,MLUP/s,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,cy/CL,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,cy/CL,cy/CL,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total
670,1.87,187.00,0.14,1.87,187.00,0.14,196.74,163.35,12.0,12.0,22.1,18.1,41.4,93.6 ,12.0,12.0,22.0,18.0,41.4,93.4 ,112.64,81.60,8.24,89.84,64.40,7.76,72.16,60.88,8.08,68.96,80.25,8.00,88.25,64.25,8.00,72.25,64.25,7.75,72.00,80.00,8.00,88.00,64.00,8.00,72.00,64.00,8.00,72.00
680,1.86,186.00,0.14,1.87,187.00,0.14,196.74,163.23,12.0,12.0,22.1,18.1,41.6,93.8 ,12.0,12.0,22.0,18.0,41.4,93.4 ,112.73,81.76,8.24,90.00,64.40,7.68,72.08,61.12,8.08,69.20,80.25,8.00,88.25,64.25,8.00,72.25,64.25,8.12,72.37,80.00,8.00,88.00,64.00,8.00,72.00,64.00,8.00,72.00
690,1.86,186.00,0.14,1.87,187.00,0.14,196.74,162.97,12.0,12.0,22.1,18.1,41.6,93.8 ,12.0,12.0,22.0,18.0,41.4,93.4 ,112.90,81.60,8.24,89.84,64.40,7.76,72.16,61.84,8.08,69.92,80.25,8.00,88.25,64.25,8.00,72.25,64.25,8.12,72.37,80.00,8.00,88.00,64.00,8.00,72.00,64.00,8.00,72.00
700,1.86,186.00,0.14,1.87,187.00,0.14,196.74,162.63,12.0,12.0,22.1,18.1,41.5,93.6 ,12.0,12.0,22.0,18.0,41.4,93.4 ,113.14,81.60,8.24,89.84,64.40,7.68,72.08,62.08,8.08,70.16,80.25,8.00,88.25,64.12,8.00,72.12,64.12,8.00,72.12,80.00,8.00,88.00,64.00,8.00,72.00,64.00,8.00,72.00
710,4.11,411.00,0.11,1.87,187.00,0.14,196.74,161.62,12.0,12.0,22.1,18.1,18.8,70.9 ,12.0,12.0,22.0,18.0,41.4,93.4 ,113.85,81.60,8.24,89.84,64.40,7.68,72.08,62.40,8.08,70.48,80.25,8.00,88.25,64.12,8.00,72.12,24.12,8.00,32.12,80.00,8.00,88.00,64.00,8.00,72.00,64.00,8.00,72.00
720,1.86,186.00,0.14,1.87,187.00,0.14,196.74,158.58,12.0,12.0,22.1,18.1,41.5,93.6 ,12.0,12.0,22.0,18.0,41.4,93.4 ,116.03,81.92,8.24,90.16,64.40,7.68,72.08,62.80,8.08,70.88,80.25,8.00,88.25,64.12,8.00,72.12,64.12,8.00,72.12,80.00,8.00,88.00,64.00,8.00,72.00,64.00,8.00,72.00
730,1.86,186.00,0.14,1.87,187.00,0.14,196.74,161.03,12.0,12.0,22.1,18.0,41.5,93.6 ,12.0,12.0,22.0,18.0,41.4,93.4 ,114.27,81.52,8.24,89.76,64.40,7.76,72.16,63.28,8.08,71.36,80.25,8.00,88.25,64.12,8.00,72.12,64.12,8.00,72.12,80.00,8.00,88.00,64.00,8.00,72.00,64.00,8.00,72.00
740,1.86,186.00,0.14,1.87,187.00,0.14,196.74,160.72,12.0,12.0,22.1,18.0,41.5,93.6 ,12.0,12.0,22.0,18.0,41.4,93.4 ,114.48,81.52,8.24,89.76,64.40,7.68,72.08,63.52,8.08,71.60,80.25,8.00,88.25,64.12,8.00,72.12,64.12,8.00,72.12,80.00,8.00,88.00,64.00,8.00,72.00,64.00,8.00,72.00
750,1.86,186.00,0.14,1.87,187.00,0.14,196.74,160.10,12.0,12.0,22.1,18.0,41.5,93.6 ,12.0,12.0,22.0,18.0,41.4,93.4 ,114.93,81.52,8.16,89.68,64.40,7.68,72.08,63.84,8.08,71.92,80.25,8.00,88.25,64.12,8.00,72.12,64.12,8.00,72.12,80.00,8.00,88.00,64.00,8.00,72.00,64.00,8.00,72.00
760,1.86,186.00,0.14,1.87,187.00,0.14,196.74,157.65,12.0,12.0,22.1,18.0,41.5,93.6 ,12.0,12.0,22.0,18.0,41.4,93.4 ,116.71,81.52,8.16,89.68,64.40,7.68,72.08,64.00,8.08,72.08,80.25,8.00,88.25,64.12,8.00,72.12,64.12,8.00,72.12,80.00,8.00,88.00,64.00,8.00,72.00,64.00,8.00,72.00
770,1.86,186.00,0.14,1.87,187.00,0.14,196.74,159.17,12.0,12.0,22.1,18.0,41.5,93.6 ,12.0,12.0,22.0,18.0,41.4,93.4 ,115.60,81.68,8.16,89.84,64.32,7.76,72.08,64.00,8.08,72.08,80.25,8.00,88.25,64.12,8.00,72.12,64.12,8.00,72.12,80.00,8.00,88.00,64.00,8.00,72.00,64.00,8.00,72.00
780,1.86,186.00,0.14,1.87,187.00,0.14,196.74,159.52,12.0,12.0,22.1,18.0,41.5,93.6 ,12.0,12.0,22.0,18.0,41.4,93.4 ,115.35,81.52,8.16,89.68,64.40,7.68,72.08,64.48,8.08,72.56,80.25,8.00,88.25,64.12,8.00,72.12,64.12,8.00,72.12,80.00,8.00,88.00,64.00,8.00,72.00,64.00,8.00,72.00
790,1.86,186.00,0.14,1.87,187.00,0.14,196.74,159.29,12.0,12.0,22.1,18.0,41.5,93.6 ,12.0,12.0,22.0,18.0,41.4,93.4 ,115.51,81.52,8.16,89.68,64.40,7.68,72.08,64.64,8.08,72.72,80.25,8.00,88.25,64.12,8.00,72.12,64.12,8.00,72.12,80.00,8.00,88.00,64.00,8.00,72.00,64.00,8.00,72.00
800,1.86,186.00,0.14,1.87,187.00,0.14,196.74,155.17,12.0,12.0,22.1,18.0,41.5,93.6 ,12.0,12.0,22.0,18.0,41.4,93.4 ,118.58,81.60,8.16,89.76,64.40,7.68,72.08,64.72,8.08,72.80,80.25,8.00,88.25,64.12,8.00,72.12,64.12,8.00,72.12,80.00,8.00,88.00,64.00,8.00,72.00,64.00,8.00,72.00
810,1.86,186.00,0.14,1.87,187.00,0.14,196.74,159.44,12.0,12.0,22.1,18.0,41.5,93.6 ,12.0,12.0,22.0,18.0,41.4,93.4 ,115.40,81.52,8.16,89.68,64.32,7.76,72.08,64.88,8.08,72.96,80.25,8.00,88.25,64.12,8.00,72.12,64.12,8.00,72.12,80.00,8.00,88.00,64.00,8.00,72.00,64.00,8.00,72.00
820,1.86,186.00,0.14,1.87,187.00,0.14,,,12.0,12.0,22.1,18.0,41.5,93.6 ,12.0,12.0,22.0,18.0,41.4,93.4 ,,,,,,,,,,,80.25,8.00,88.25,64.12,8.00,72.12,64.12,8.00,72.12,80.00,8.00,88.00,64.00,8.00,72.00,64.00,8.00,72.00
830,1.86,186.00,0.14,1.87,187.00,0.14,,,12.0,12.0,22.1,18.0,41.5,93.6 ,12.0,12.0,22.0,18.0,41.4,93.4 ,,,,,,,,,,,80.25,8.00,88.25,64.12,8.00,72.12,64.12,8.00,72.12,80.00,8.00,88.00,64.00,8.00,72.00,64.00,8.00,72.00
840,1.86,186.00,0.14,1.87,187.00,0.14,,,12.0,12.0,22.1,18.0,41.5,93.6 ,12.0,12.0,22.0,18.0,41.4,93.4 ,,,,,,,,,,,80.25,8.00,88.25,64.12,8.00,72.12,64.12,8.00,72.12,80.00,8.00,88.00,64.00,8.00,72.00,64.00,8.00,72.00
850,1.86,186.00,0.14,1.87,187.00,0.14,,,12.0,12.0,22.1,18.0,41.5,93.6 ,12.0,12.0,22.0,18.0,41.4,93.4 ,,,,,,,,,,,80.25,8.00,88.25,64.12,8.00,72.12,64.12,8.00,72.12,80.00,8.00,88.00,64.00,8.00,72.00,64.00,8.00,72.00
860,1.86,186.00,0.14,1.87,187.00,0.14,,,12.0,12.0,22.1,18.0,41.5,93.6 ,12.0,12.0,22.0,18.0,41.4,93.4 ,,,,,,,,,,,80.12,8.00,88.12,64.12,8.00,72.12,64.12,8.00,72.12,80.00,8.00,88.00,64.00,8.00,72.00,64.00,8.00,72.00
870,1.86,186.00,0.14,1.87,187.00,0.14,,,12.0,12.0,22.1,18.0,41.5,93.6 ,12.0,12.0,22.0,18.0,41.4,93.4 ,,,,,,,,,,,80.12,8.00,88.12,64.12,8.00,72.12,64.12,8.00,72.12,80.00,8.00,88.00,64.00,8.00,72.00,64.00,8.00,72.00
880,1.86,186.00,0.14,1.87,187.00,0.14,,,12.0,12.0,22.1,18.0,41.5,93.6 ,12.0,12.0,22.0,18.0,41.4,93.4 ,,,,,,,,,,,80.12,8.00,88.12,64.12,8.00,72.12,64.12,8.00,72.12,80.00,8.00,88.00,64.00,8.00,72.00,64.00,8.00,72.00
890,1.86,186.00,0.14,1.87,187.00,0.14,,,12.0,12.0,22.0,18.0,41.5,93.6 ,12.0,12.0,22.0,18.0,41.4,93.4 ,,,,,,,,,,,80.12,8.00,88.12,64.12,8.00,72.12,64.12,8.00,72.12,80.00,8.00,88.00,64.00,8.00,72.00,64.00,8.00,72.00
900,1.86,186.00,0.14,1.87,187.00,0.14,,,12.0,12.0,22.0,18.0,41.5,93.6 ,12.0,12.0,22.0,18.0,41.4,93.4 ,,,,,,,,,,,80.12,8.00,88.12,64.12,8.00,72.12,64.12,8.00,72.12,80.00,8.00,88.00,64.00,8.00,72.00,64.00,8.00,72.00
910,1.86,186.00,0.14,1.87,187.00,0.14,,,12.0,12.0,22.0,18.0,41.5,93.6 ,12.0,12.0,22.0,18.0,41.4,93.4 ,,,,,,,,,,,80.12,8.00,88.12,64.12,8.00,72.12,64.12,8.00,72.12,80.00,8.00,88.00,64.00,8.00,72.00,64.00,8.00,72.00
920,1.86,186.00,0.14,1.87,187.00,0.14,,,12.0,12.0,22.0,18.0,41.5,93.6 ,12.0,12.0,22.0,18.0,41.4,93.4 ,,,,,,,,,,,80.12,8.00,88.12,64.12,8.00,72.12,64.12,8.00,72.12,80.00,8.00,88.00,64.00,8.00,72.00,64.00,8.00,72.00
